geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 28; 8; 0.2; 0.15; 8; 28; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4793;
2; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4793;
3; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4793;
4; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4793;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4477;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4477;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4477;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4016;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4016;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 2, 9, 13, 31, 33, 46, 49, 58, 62, 70] - 4016; 4016;

