geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 35; 8; 0.2; 0.15; 9; 30; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4716;
2; 35; 28; 8; 0.2; 0.15; 8; 27; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4703;
3; 28; 23; 6; 0.2; 0.15; 6; 23; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4629;
4; 23; 18; 4; 0.2; 0.15; 5; 18; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4629;
5; 18; 22; 10; 0.6; 0.15; 6; 22; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4586;
6; 22; 17; 4; 0.2; 0.15; 5; 18; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 4266;
7; 17; 20; 10; 0.6; 0.15; 6; 21; [1, 3, 13, 31, 41, 45, 57, 70] - 3777; 4091;
8; 20; 23; 12; 0.6; 0.15; 6; 23; [1, 3, 13, 31, 41, 45, 57, 70] - 3777; 3888;
9; 23; 17; 4; 0.2; 0.15; 5; 17; [1, 3, 13, 31, 41, 45, 57, 70] - 3777; 4063;
10; 17; 16; 10; 0.6; 0.15; 5; 16; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
11; 16; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
12; 16; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
13; 16; 18; 10; 0.6; 0.15; 5; 19; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
14; 18; 17; 10; 0.6; 0.15; 5; 18; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
15; 17; 16; 10; 0.6; 0.15; 5; 16; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
16; 16; 16; 10; 0.6; 0.15; 5; 17; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
17; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
18; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
19; 14; 14; 8; 0.6; 0.15; 4; 14; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
20; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
21; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
22; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
23; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
24; 10; 9; 6; 0.6; 0.15; 3; 10; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
25; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
26; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
27; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
28; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
29; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
30; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
31; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
32; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
33; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
34; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
35; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
36; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
37; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
38; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
39; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
40; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
41; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
42; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
43; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
44; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
45; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
46; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
47; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
48; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
49; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
50; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
51; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
52; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
53; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
54; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
55; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
56; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
57; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
58; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
59; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
60; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
61; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
62; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
63; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
64; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
65; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
66; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
67; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
68; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
69; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
70; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
71; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
72; 9; 9; 6; 0.6; 0.15; 3; 9; [1, 3, 13, 40, 41, 45, 57, 70] - 3805; 3805;
