geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 29; 23; 6; 0.2; ; 0.3; 9; 21; [1, 4, 10, 20] - 1086; 1731;
2; 23; 24; 4; 0.2; ; 0.3; 9; 12; [1, 4, 10, 20] - 1086; 1711;
3; 24; 23; 4; 0.2; ; 0.3; 9; 14; [1, 4, 10, 20] - 1086; 1689;
4; 23; 21; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1612;
5; 21; 21; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1612;
6; 21; 22; 4; 0.2; ; 0.3; 8; 11; [1, 4, 10, 20] - 1086; 1689;
7; 22; 20; 4; 0.2; ; 0.3; 8; 14; [1, 4, 10, 20] - 1086; 1612;
8; 20; 23; 12; 0.2; ; 0.3; 9; 18; [1, 4, 10, 20] - 1086; 1689;
9; 23; 23; 4; 0.2; ; 0.3; 8; 12; [1, 4, 10, 20] - 1086; 1660;
10; 23; 23; 4; 0.2; ; 0.3; 9; 13; [1, 4, 10, 20] - 1086; 1660;

