geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 515; 4938;
2; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 515; 4752;
3; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 515; 4815;
4; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 515; 5107;
5; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 515; 4690;
6; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 774; 4706;
7; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 3, 3, 1, 3, 3, 1, 1] - 516; 4900;
8; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 3, 3, 1, 3, 3, 1, 1] - 516; 4822;
9; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 774; 4514;
10; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 3, 3, 3, 1, 3, 3, 1] - 516; 4647;
11; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1] - 774; 4968;
12; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4770;
13; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4499;
14; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 3, 4, 3] - -10; 4851;
15; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4759;
16; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 5101;
17; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4532;
18; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 5566;
19; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4673;
20; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4752;
21; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4683;
22; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4927;
23; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 5027;
24; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4716;
25; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4716;
26; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4695;
27; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4593;
28; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4841;
29; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 5040;
30; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4] - 0; 4344;
31; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 1, 3, 1, 1, 1, 1] - 257; 4702;
32; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3] - 0; 4698;
33; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3] - 0; 4764;
34; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3] - 0; 4488;
35; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 1, 3, 1, 3] - 516; 5046;
36; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4381;
37; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4940;
38; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4492;
39; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4547;
40; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4597;
41; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4516;
42; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4751;
43; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4744;
44; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4520;
45; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4698;
46; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4539;
47; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4538;
48; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4939;
49; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4655;
50; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4939;
51; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 5036;
52; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 5070;
53; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4677;
54; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4785;
55; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4800;
56; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4800;
57; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4583;
58; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4661;
59; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4553;
60; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 5010;
61; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4790;
62; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4870;
63; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4818;
64; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4308;
65; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 5035;
66; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4674;
67; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4637;
68; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4598;
69; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4728;
70; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4733;
71; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4816;
72; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4807;
73; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4639;
74; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4782;
75; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 0; 4558;
76; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 392; 4739;
77; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] - 392; 4880;
78; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4880;
79; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4545;
80; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] - 0; 4998;
81; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 2, 2, 2, 3] - 555; 4591;
82; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 1, 3, 1, 1, 3, 3, 3, 1, 3, 1] - 773; 4608;
83; 40; 40; 10; 0.25; 0.15; 6; 0; [4, 4, 4, 1, 1, 1, 1, 1, 4, 1, 4, 4] - 696; 4623;
84; 40; 40; 10; 0.25; 0.15; 6; 0; [2, 1, 2, 1, 1, 2, 1, 2, 1] - 614; 4595;
85; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3] - -6; 4825;
86; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 3, 4, 3, 4, 4, 3, 4, 3] - -6; 5155;
87; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4] - -7; 5088;
88; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4] - -7; 4564;
89; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4] - -7; 4729;
90; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 1, 1, 3, 3, 3, 3] - 258; 4719;
91; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 1, 1, 3, 3, 3, 3] - 258; 5101;
92; 40; 40; 10; 0.25; 0.15; 6; 0; [3, 3, 3, 1, 1, 3, 3, 3, 3] - 258; 4589;
93; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 3, 3, 3, 3, 3, 1, 3] - 517; 4680;
94; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 3, 3, 3, 3, 3, 1, 3] - 517; 4822;
95; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1] - 410; 4551;
96; 40; 40; 10; 0.25; 0.15; 6; 0; [1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1] - 410; 4647;
