geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 25; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 20;40;
2; 25; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 13;36;
3; 15; 13; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 9;35;
4; 13; 13; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 7;35;
5; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;34;
6; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;34;
7; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;35;
8; 17; 16; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 10;34;
9; 16; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 5;34;
10; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;34;
11; 23; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;32;
12; 14; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;
13; 15; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;32;
14; 16; 19; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 6;32;
15; 19; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32;
16; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;32;
17; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;32;
18; 23; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;32;
19; 23; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;32;
20; 23; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 5;32;
21; 21; 13; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 11;31;
22; 13; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;32;
23; 14; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;
24; 15; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;32;
25; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;
26; 16; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;32;
27; 18; 19; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 8;32;
28; 19; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33;
29; 21; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 10;31;
30; 14; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;32;

