geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 28; 8; 0.2; 0.15; 8; 28; [1, 3, 23, 25, 33, 49, 58, 62, 70] - 3619; 4975;
2; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 3, 23, 25, 33, 49, 58, 62, 70] - 3619; 4975;
3; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 9, 13, 22, 33, 47, 55, 57, 70] - 3507; 4973;
4; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 2, 9, 13, 22, 33, 47, 55, 57, 70] - 3507; 4964;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 2, 9, 13, 22, 33, 47, 55, 57, 70] - 3507; 4569;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 2, 4, 10, 11, 21, 23, 33, 46, 49, 58, 62, 70] - 4213; 4988;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 2, 4, 10, 11, 21, 23, 33, 46, 49, 58, 62, 70] - 4213; 5048;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 2, 9, 13, 40, 44, 56, 61, 63, 70] - 3870; 5564;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 12, 22, 25, 33, 41, 47, 55, 56, 61, 63, 70] - 4525; 5801;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 3, 23, 33, 49, 55, 57, 70] - 3541; 5192;

