geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 28; 8; 0.2; 0.15; 8; 28; [1, 2, 9, 13, 31, 40, 44, 54, 61, 63, 70] - 3744; 4932;
2; 28; 20; 6; 0.2; 0.15; 6; 20; [1, 2, 3, 9, 13, 40, 44, 56, 63, 70] - 3947; 5211;
3; 20; 18; 12; 0.2; 0.15; 5; 19; [1, 2, 3, 23, 25, 33, 47, 49, 55, 57, 70] - 4096; 5258;
4; 18; 16; 10; 0.6; 0.15; 5; 17; [1, 4, 10, 20, 39, 56, 63, 70] - 4104; 5157;
5; 16; 15; 10; 0.6; 0.15; 4; 15; [1, 3, 12, 14, 25, 33, 47, 49, 58, 62, 70] - 3898; 4862;
6; 15; 14; 10; 0.6; 0.15; 4; 15; [1, 3, 13, 14, 25, 26, 34, 46, 49, 58, 62, 70] - 4141; 5039;
7; 14; 13; 8; 0.6; 0.15; 4; 13; [1, 4, 10, 11, 21, 23, 33, 49, 58, 62, 70] - 3709; 5039;
8; 13; 12; 8; 0.6; 0.15; 4; 13; [1, 2, 4, 11, 21, 31, 33, 49, 58, 62, 70] - 3936; 5033;
9; 12; 11; 8; 0.6; 0.15; 3; 12; [1, 3, 13, 14, 25, 26, 34, 46, 47, 55, 57, 70] - 4113; 4925;
10; 11; 10; 6; 0.6; 0.15; 3; 10; [1, 2, 4, 10, 11, 21, 23, 33, 46, 47, 55, 58, 62, 70] - 4327; 5063;

