geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 28; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 17;43.0
2; 28; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;41.0
3; 22; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;39.0
4; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 11;37.0
5; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;37.0
6; 22; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 8;34.0
7; 17; 17; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 9;34.0
8; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;34.0
9; 19; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;34.0
10; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 11;34.0
11; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 11;34.0
12; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;34.0
13; 21; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;33.0
14; 17; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;33.0
15; 17; 17; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 9;33.0
16; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
17; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33.0
18; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
19; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33.0
20; 19; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 10;33.0
21; 18; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 9;33.0
22; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
23; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
24; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;33.0
25; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;33.0
26; 18; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;32.0
27; 19; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;33.0
28; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 11;33.0
29; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 11;33.0
30; 20; 20; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 11;33.0

