geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 28; 4; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 17;41;
2; 28; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 16;36;
3; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;36;
4; 16; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;37;
5; 19; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 13;35;
6; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;35;
7; 16; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;35;
8; 18; 21; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;35;
9; 21; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 10;34;
10; 14; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;33;
11; 16; 20; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 5;34;
12; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9;34;
13; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 4;34;
14; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;34;
15; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;33;
16; 19; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;33;
17; 21; 16; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 8;33;
18; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;33;
19; 17; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 8;33;
20; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33;
21; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;33;
22; 21; 19; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 5;32;
23; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;33;
24; 20; 21; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 10;33;
25; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;33;
26; 21; 13; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 11;31;
27; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;32;
28; 15; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 7;32;
29; 15; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;32;
30; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;32;

