geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 30; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 15;41;
2; 30; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 19;35;
3; 14; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;35;
4; 14; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;35;
5; 15; 16; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 6;35;
6; 16; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 5;36;
7; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;36;
8; 22; 17; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 8;35;
9; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;35;
10; 19; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;35;
11; 19; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 9;35;
12; 19; 21; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;35;
13; 21; 12; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 12;33;
14; 12; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
15; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;33;
16; 15; 19; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 3;33;
17; 19; 21; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 7;32;
18; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
19; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 10;33;
20; 21; 20; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
21; 20; 22; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 9;33;
22; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
23; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 3;32;
24; 21; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 9;31;
25; 15; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;31;
26; 15; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;32;
27; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;32;
28; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;
29; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;32;
30; 18; 20; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;32;

