geracao; tamanhoAntesOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media
1; 25; 21; 6; 0.2; 0.3; 9; 9; 19;[1, 2, 4, 10, 20] - 11631720
2; 21; 22; 4; 0.2; 0.3; 8; 8; 11;[1, 4, 10, 20] - 10861720
3; 22; 23; 4; 0.2; 0.3; 8; 8; 11;[1, 4, 10, 20] - 10861711
4; 23; 23; 4; 0.2; 0.3; 8; 8; 12;[1, 4, 10, 20] - 10861711
5; 23; 23; 4; 0.2; 0.3; 8; 8; 12;[1, 4, 10, 20] - 10861660
6; 23; 22; 4; 0.2; 0.3; 8; 8; 13;[1, 4, 10, 20] - 10861660
7; 22; 25; 4; 0.2; 0.3; 8; 8; 9;[1, 4, 10, 20] - 10861711
8; 25; 24; 6; 0.2; 0.3; 9; 9; 16;[1, 4, 10, 20] - 10861711
9; 24; 23; 4; 0.2; 0.3; 9; 9; 14;[1, 4, 10, 20] - 10861660
10; 23; 22; 4; 0.2; 0.3; 9; 9; 14;[1, 4, 10, 20] - 10861660
11; 22; 20; 4; 0.2; 0.3; 7; 7; 13;[1, 4, 10, 20] - 10861612
12; 20; 23; 12; 0.2; 0.3; 9; 9; 18;[1, 4, 10, 20] - 10861660
13; 23; 23; 4; 0.2; 0.3; 8; 8; 12;[1, 4, 10, 20] - 10861660
14; 23; 23; 4; 0.2; 0.3; 8; 8; 12;[1, 4, 10, 20] - 10861612
15; 23; 24; 4; 0.2; 0.3; 8; 8; 11;[1, 4, 10, 20] - 10861660
16; 24; 24; 4; 0.2; 0.3; 9; 9; 13;[1, 4, 10, 20] - 10861660
17; 24; 25; 4; 0.2; 0.3; 9; 9; 12;[1, 4, 10, 20] - 10861660
18; 25; 22; 6; 0.2; 0.3; 9; 9; 18;[1, 4, 10, 20] - 10861612
19; 22; 21; 4; 0.2; 0.3; 8; 8; 13;[1, 4, 10, 20] - 10861587
20; 21; 23; 4; 0.2; 0.3; 8; 8; 10;[1, 4, 10, 20] - 10861612

