geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 40; 28; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 17;41
2; 28; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 17;36
3; 14; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;35
4; 16; 16; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9;34
5; 16; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 6;34
6; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;34
7; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;34
8; 23; 15; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 11;32
9; 15; 17; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;32
10; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;33

