geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 40; 28; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 17;41;
2; 28; 13; 2; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 18;37;
3; 13; 14; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 6;37;
4; 14; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;37;
5; 14; 17; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 4;37;
6; 17; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;36;
7; 19; 14; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 14;34;
8; 14; 14; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;34;
9; 14; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
10; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;34;

