geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 40; 33; 8; 0.2; 0.15; 8; 23; [1, 3, 9, 21, 23, 33, 49, 58, 62, 70] - 3683; 4484;
2; 33; 30; 6; 0.2; 0.15; 6; 15; [1, 3, 9, 21, 23, 33, 49, 58, 62, 70] - 3683; 4310;
3; 30; 26; 6; 0.2; 0.15; 6; 16; [1, 3, 9, 21, 23, 33, 49, 58, 62, 70] - 3683; 4254;
4; 26; 26; 6; 0.2; 0.15; 5; 11; [1, 3, 9, 21, 23, 33, 49, 58, 62, 70] - 3683; 4247;
5; 26; 26; 6; 0.2; 0.15; 5; 11; [1, 3, 9, 21, 23, 33, 49, 58, 62, 70] - 3683; 4238;
6; 26; 26; 6; 0.2; 0.15; 5; 11; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 4088;
7; 26; 25; 6; 0.2; 0.15; 5; 12; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 4076;
8; 25; 23; 6; 0.2; 0.15; 5; 13; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 4020;
9; 23; 22; 4; 0.2; 0.15; 5; 10; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3971;
10; 22; 22; 4; 0.2; 0.15; 4; 8; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3971;
11; 22; 21; 4; 0.2; 0.15; 4; 9; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3942;
12; 21; 21; 4; 0.2; 0.15; 4; 8; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3942;
13; 21; 21; 4; 0.2; 0.15; 4; 8; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3942;
14; 21; 20; 4; 0.2; 0.15; 4; 9; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3879;
15; 20; 26; 12; 0.2; 0.15; 5; 11; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3982;
16; 26; 25; 6; 0.2; 0.15; 5; 12; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3971;
17; 25; 25; 6; 0.2; 0.15; 5; 11; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3971;
18; 25; 25; 6; 0.2; 0.15; 5; 11; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3942;
19; 25; 25; 6; 0.2; 0.15; 5; 11; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3942;
20; 25; 26; 6; 0.2; 0.15; 5; 10; [1, 2, 9, 13, 23, 33, 49, 58, 62, 70] - 3478; 3971;

