geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 47, 49, 55, 57, 70] - 3801; 4753;
2; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4273;
3; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4299;
4; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4664;
5; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4503;
6; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 55, 58, 62, 70] - 3683; 4791;
7; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4400;
8; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4744;
9; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4388;
10; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4114;
11; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4390;
12; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4331;
13; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4142;
14; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4441;
15; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4760;
16; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4622;
17; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5080;
18; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4272;
19; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4618;
20; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4412;
21; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4919;
22; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4480;
23; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4403;
24; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4107;
25; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4755;
26; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4214;
27; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4716;
28; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4750;
29; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4289;
30; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4229;
31; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4873;
32; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4956;
33; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4549;
34; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4202;
35; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4259;
36; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4420;
37; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4420;
38; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4499;
39; 20; 20; 5; 0.6; 0.15; 3; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4604;
