geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 24; 12; 0.2; 0.15; 4; 12; [1, 3, 23, 33, 47, 56, 63, 70] - 3824; 4584;
2; 24; 20; 4; 0.2; 0.15; 4; 12; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4278;
3; 20; 24; 12; 0.2; 0.15; 4; 12; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4278;
4; 24; 20; 4; 0.2; 0.15; 4; 12; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4261;
5; 20; 24; 12; 0.2; 0.15; 4; 12; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4270;
6; 24; 22; 4; 0.2; 0.15; 4; 10; [1, 3, 23, 33, 47, 49, 58, 62, 70] - 3717; 4212;
7; 22; 19; 4; 0.2; 0.15; 3; 10; [1, 3, 12, 22, 25, 33, 47, 55, 58, 62, 70] - 3646; 4171;
8; 19; 23; 11; 0.6; 0.15; 4; 11; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4095;
9; 23; 20; 4; 0.2; 0.15; 4; 11; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 3980;
10; 20; 24; 12; 0.2; 0.15; 4; 12; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4026;

