geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 14, 15, 20] - 29; 47;
2; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 4, 10, 14, 15, 20] - 31; 47;
3; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 47;
4; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 50;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 54;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 50;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 10, 13, 15, 20] - 33; 50;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 4, 10, 13, 19, 20] - 35; 48;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 48;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 14, 15, 20] - 29; 47;
11; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 19, 20] - 32; 45;
12; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 47;
13; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 45;
14; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 48;
15; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 6, 8, 9, 12, 13, 19, 20] - 33; 48;
16; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 13, 19, 20] - 30; 47;
17; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 47;
18; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 48;
19; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 48;
20; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 50;

