geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;20;20;5;0.6;0.15;3;0;[1, 3, 23, 25, 33, 49, 55, 57, 70] - 3703;4579
2;20;20;5;0.6;0.15;3;0;[1, 3, 23, 25, 33, 49, 55, 57, 70] - 3703;4476
3;20;20;5;0.6;0.15;3;0;[1, 3, 23, 25, 33, 49, 55, 57, 70] - 3703;4470
4;20;20;5;0.6;0.15;3;0;[1, 3, 23, 25, 33, 49, 55, 57, 70] - 3703;4288
5;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70] - 3429;4609
6;20;20;5;0.6;0.15;3;0;[1, 1, 1, 4, 1, 1, 1, 1, 1, 4, 4] - 697;3709
7;20;20;5;0.6;0.15;3;0;[1, 1, 1, 4, 1, 1, 1, 1, 1, 4, 4] - 697;4699
8;20;20;5;0.6;0.15;3;0;[1, 3, 23, 33, 47, 55, 57, 70] - 3429;4371
9;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 3, 3, 3, 1] - 515;4111
10;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 3, 3, 3, 1] - 515;4564
11;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 3, 3, 3, 1] - 515;4386
12;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 3, 3, 3, 1] - 515;4363
13;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 3, 3, 3, 1] - 515;4444
14;20;20;5;0.6;0.15;3;0;[3, 3, 1, 3, 1, 1, 3, 1] - 515;4774
15;20;20;5;0.6;0.15;3;0;[3, 1, 1, 3, 3, 1, 1, 1, 1, 3] - 516;4698
16;20;20;5;0.6;0.15;3;0;[3, 1, 1, 3, 3, 1, 1, 1, 1, 3] - 516;4339
17;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3, 3] - 0;4102
18;20;20;5;0.6;0.15;3;0;[3, 1, 1, 3, 3, 1, 1, 1, 1, 3] - 516;4119
19;20;20;5;0.6;0.15;3;0;[3, 1, 1, 3, 3, 1, 1, 1, 1, 3] - 516;4653
20;20;20;5;0.6;0.15;3;0;[1, 2, 3, 1, 1, 1, 3, 3, 3, 3] - 650;4224
21;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;4041
22;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;3969
23;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;4493
24;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;4244
25;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;5763
26;20;20;5;0.6;0.15;3;0;[1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3] - 1033;4088
27;20;20;5;0.6;0.15;3;0;[3, 3, 23, 23, 23, 23, 23] - 875;4156
28;20;20;5;0.6;0.15;3;0;[3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3] - 774;4624
29;20;20;5;0.6;0.15;3;0;[3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 3] - 774;4887
30;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;5083
31;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4936
32;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4510
33;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4510
34;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4189
35;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4359
36;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4401
37;20;20;5;0.6;0.15;3;0;[3, 3, 3, 3, 3, 3, 3] - 0;4401
38;20;20;5;0.6;0.15;3;0;[3, 23, 33, 47, 55, 57, 70] - 3170;4437
39;20;20;5;0.6;0.15;3;0;[23, 23, 3, 23, 23, 3, 3] - 873;5199
