geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 13, 15, 20] - 30; 49;
2; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 52;
3; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 48;
4; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 49;
5; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 48;
6; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 19, 20] - 32; 48;
7; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 4, 10, 14, 15, 20] - 31; 49;
8; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 19, 20] - 32; 54;
9; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 13, 15, 20] - 33; 47;
10; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 10, 13, 15, 20] - 33; 47;
11; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 48;
12; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 49;
13; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 5, 12, 19, 20] - 32; 49;
14; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 52;
15; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 8, 9, 12, 13, 19, 20] - 36; 54;
16; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 8, 9, 12, 13, 19, 20] - 36; 51;
17; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 9, 12, 19, 20] - 32; 49;
18; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 13, 15, 20] - 30; 49;
19; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 5, 12, 13, 15, 20] - 30; 49;
20; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 3, 8, 10, 14, 15, 20] - 32; 49;

