geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 20; 19; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 22;47
2; 19; 14; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 28;42
3; 14; 14; 7; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 14;39
4; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 12;38
5; 15; 16; 7; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 12;38
6; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 16;37
7; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 12;37
8; 18; 21; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 12;38
9; 21; 13; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 20;36
10; 13; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 10;36
11; 14; 15; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 12;36
12; 15; 15; 7; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 14;36
13; 15; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 12;36
14; 16; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;36
15; 20; 25; 10; 0.1; 4; 0; 1; 0; 0.03; 0; 0; 10;36
16; 25; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 18;35
17; 18; 20; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 14;35
18; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 14;35
19; 23; 11; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 28;32
20; 11; 12; 5; 0.5; 2; 0; 0; 0; 0.03; 0; 0; 8;33

