geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; NumElitismo; melhor; mediana
1; 19; 19; 11; 0.6; ; 0.3; 7; 18; [1, 4, 10, 20] - 1086; 1660
2; 19; 20; 11; 0.6; ; 0.3; 7; 17; [1, 4, 10, 20] - 1086; 1711
3; 20; 22; 12; 0.2; ; 0.3; 8; 18; [1, 4, 10, 20] - 1086; 1711
4; 22; 21; 4; 0.2; ; 0.3; 7; 12; [1, 4, 10, 20] - 1086; 1660
5; 21; 20; 4; 0.2; ; 0.3; 6; 11; [1, 4, 10, 20] - 1086; 1660
6; 20; 23; 12; 0.2; ; 0.3; 8; 17; [1, 4, 10, 20] - 1086; 1594
7; 23; 21; 4; 0.2; ; 0.3; 7; 13; [1, 4, 10, 20] - 1086; 1587
8; 21; 21; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1587
9; 21; 23; 4; 0.2; ; 0.3; 7; 9; [1, 4, 10, 20] - 1086; 1594
10; 23; 23; 4; 0.2; ; 0.3; 7; 11; [1, 4, 10, 20] - 1086; 1594

