geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 21; 12; 0.2; 0.3; 9; 20; [1, 2, 4, 10, 20] - 1163; 2158;
2; 21; 17; 4; 0.2; 0.3; 7; 15; [1, 2, 9, 11, 20] - 1165; 2211;
3; 17; 21; 10; 0.6; 0.3; 8; 14; [1, 2, 9, 11, 20] - 1165; 2208;
4; 21; 16; 4; 0.2; 0.3; 7; 16; [1, 2, 9, 11, 20] - 1165; 2208;
5; 16; 16; 9; 0.6; 0.3; 7; 16; [1, 2, 9, 11, 20] - 1165; 2158;
6; 16; 18; 9; 0.6; 0.3; 7; 14; [1, 2, 4, 10, 20] - 1163; 2208;
7; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 2, 9, 11, 20] - 1165; 2158;
8; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 2, 9, 11, 20] - 1165; 2140;
9; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 4, 11, 20] - 1408; 2208;
10; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 2, 9, 11, 20] - 1165; 2140;
11; 18; 20; 10; 0.6; 0.3; 8; 16; [1, 2, 9, 11, 20] - 1165; 2208;
12; 20; 20; 12; 0.2; 0.3; 9; 21; [1, 2, 4, 10, 20] - 1163; 2140;
13; 20; 26; 12; 0.2; 0.3; 9; 15; [1, 2, 4, 10, 20] - 1163; 2189;
14; 26; 24; 5; 0.2; 0.3; 9; 16; [1, 3, 9, 11, 20] - 1320; 2208;
15; 24; 18; 4; 0.2; 0.3; 8; 18; [1, 2, 4, 10, 20] - 1163; 2189;
16; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 2, 4, 10, 20] - 1163; 2158;
17; 18; 18; 10; 0.6; 0.3; 8; 18; [1, 2, 4, 10, 20] - 1163; 2158;
18; 18; 20; 10; 0.6; 0.3; 8; 16; [1, 3, 9, 11, 20] - 1320; 2211;
19; 20; 26; 12; 0.2; 0.3; 9; 15; [1, 4, 11, 20] - 1408; 2208;
20; 26; 26; 5; 0.2; 0.3; 9; 14; [1, 2, 4, 10, 20] - 1163; 2208;

