geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 20; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 31, 33, 41, 45, 57, 70] - 3909; 4813;
2; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4344;
3; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 5, 12, 22, 25, 33, 49, 58, 62, 70] - 3558; 4229;
4; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4259;
5; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4052;
6; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3845;
7; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3729;
8; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 3771;
9; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4243;
10; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4005;
11; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4313;
12; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4063;
13; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4343;
14; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4154;
15; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4371;
16; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4134;
17; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4467;
18; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3994;
19; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4446;
20; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3845;
21; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4122;
22; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3854;
23; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3987;
24; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4083;
25; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4209;
26; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4018;
27; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4377;
28; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3838;
29; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4114;
30; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4020;
31; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4478;
32; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3809;
33; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4373;
34; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4289;
35; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4183;
36; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4266;
37; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4238;
38; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3636;
39; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4181;
40; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3717;
41; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4210;
42; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4257;
43; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4215;
44; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4293;
45; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4351;
46; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3680;
47; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4148;
48; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4356;
49; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4286;
50; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4076;
51; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4314;
52; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4249;
53; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4305;
54; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4110;
55; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4363;
56; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4184;
57; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4024;
58; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4283;
59; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4338;
60; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3763;
61; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4114;
62; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4086;
63; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 4212;
64; 80; 80; 0; 0.6; 0.15; 0; 0; [1, 3, 23, 33, 47, 55, 57, 70] - 3429; 3997;
