geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 20; 20; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 10;39;
2; 20; 19; 10; 0.1; 5; 0; 0; 0; 0.03; 0; 0; 11;36;
3; 19; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 8;36;
4; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 0; 0; 7;36;
5; 23; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 11;33;
6; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;33;
7; 15; 16; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 6;33;
8; 16; 16; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 8;33;
9; 16; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;34;
10; 18; 20; 9; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 7;34;

