geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 37; 6; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 31;42;
2; 37; 27; 4; 0.1; 1; 0; 1; 0; 0.03; 2; 2; 16;39;
3; 27; 14; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 16;35;
4; 14; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 6;35;
5; 17; 13; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 13;33;
6; 13; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7;33;
7; 13; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6;33;
8; 14; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;33;
9; 16; 17; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;34;
10; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;34;

