geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 42; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 25;42;
2; 42; 25; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 22;38;
3; 25; 13; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 15;34;
4; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 5;34;
5; 15; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 8;34;
6; 14; 14; 6; 0.5; 3; 0; 0; 0; 0.03; 1; 1; 7;34;
7; 14; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 7;34;
8; 14; 11; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 10;32;
9; 11; 12; 4; 0.5; 1; 0; 1; 0; 0.03; 1; 1; 4;32;
10; 12; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;

