geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 44; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 23;40;
2; 44; 31; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 18;37;
3; 31; 20; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 14;35;
4; 20; 21; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 10;35;
5; 21; 20; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 4;35;
6; 20; 23; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 8;35;
7; 23; 15; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 11;33;
8; 15; 16; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 6;33;
9; 16; 18; 8; 0.5; 4; 0; 0; 0; 0.03; 1; 1; 7;33;
10; 18; 21; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 6;34;

