geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
24; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;32;
25; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;32;
26; 21; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 6;31;
27; 18; 20; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 7;32;
28; 20; 20; 10; 0.5; 3; 0; 2; 0; 0.03; 1; 1; 11;32;
29; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 10;32;
30; 21; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;31;
31; 18; 20; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 7;32;
32; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;32;
33; 22; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 7;31;
34; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;32;
35; 20; 20; 10; 0.5; 1; 0; 4; 0; 0.03; 1; 1; 11;32;
36; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;32;
37; 22; 20; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 5;32;
38; 20; 22; 10; 0.1; 0; 0; 5; 0; 0.03; 1; 1; 9;33;
39; 22; 18; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 7;31;
40; 18; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
41; 19; 21; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 7;32;
42; 21; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 9;31;
43; 15; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6;31;
44; 16; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;31;
45; 18; 18; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 9;31;
46; 18; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 9;31;
47; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;32;
48; 19; 23; 8; 0.1; 2; 0; 2; 0; 0.03; 1; 1; 5;33;
49; 23; 15; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 11;31;
50; 15; 17; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 5;31;
51; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 8;32;
52; 18; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10;31;
53; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
54; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;31;
55; 19; 21; 8; 0.1; 1; 0; 3; 0; 0.03; 1; 1; 7;32;
56; 21; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 6;31;
57; 18; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8;31;
58; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
59; 20; 22; 10; 0.1; 2; 0; 3; 0; 0.03; 1; 1; 9;32;
60; 22; 20; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 5;31;
61; 20; 23; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 8;33;
62; 23; 18; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 8;31;
63; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7;31;
64; 20; 22; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 9;32;
65; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3;32;
66; 22; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 4;31;
67; 21; 19; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 5;31;
68; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8;31;
69; 20; 24; 10; 0.1; 4; 0; 1; 0; 0.03; 1; 1; 7;32;
70; 24; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 6;32;

