geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 54; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 13;45.0
2; 54; 48; 5; 0.1; 2; 0; 0; 0; 0.03; 1; 1; 12;41.0
3; 48; 45; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 8;40.0
4; 45; 40; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 10;39.0
5; 40; 36; 4; 0.1; 1; 0; 1; 0; 0.03; 1; 1; 9;38.0
6; 36; 33; 3; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 7;36.0
7; 33; 31; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 6;36.0
8; 31; 28; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 7;36.0
9; 28; 25; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;35.0
10; 25; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;35.0
11; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;35.0
12; 21; 19; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;35.0
13; 19; 23; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 5;35.0
14; 23; 20; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 5;35.0
15; 20; 24; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 6;35.0
16; 24; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 4;33.0
17; 22; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 3;33.0
18; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
19; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
20; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
21; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
22; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
23; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
24; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
25; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
26; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
27; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
28; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
29; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
30; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
31; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
32; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
33; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
34; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
35; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
36; 21; 21; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
37; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
38; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
39; 21; 21; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
40; 21; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 1;33.0
41; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
42; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
43; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
44; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
45; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
46; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
47; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
48; 22; 22; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
49; 22; 22; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
50; 22; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 1;33.0
51; 23; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
52; 23; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 2;33.0
53; 23; 23; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 2;33.0
