geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 38; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 29;41;
2; 38; 27; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 15;38;
3; 27; 15; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 14;35;
4; 15; 17; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 5;35;
5; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;34;
6; 17; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;34;
7; 17; 18; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;34;
8; 18; 21; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;33;
9; 21; 13; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 10;32;
10; 13; 14; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 5;32;
11; 14; 14; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32;
12; 14; 14; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32;
13; 14; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;32;
14; 15; 16; 7; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 6;32;
15; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32;
16; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;32;
17; 17; 20; 8; 0.5; 0; 0; 4; 0; 0.03; 0; 0; 5;33;
18; 20; 21; 10; 0.1; 3; 0; 2; 0; 0.03; 0; 0; 9;33;
19; 21; 14; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 9;32;
20; 14; 14; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 7;32;
21; 14; 16; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 5;32;
22; 16; 16; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;32;
23; 16; 17; 8; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;32;
24; 17; 19; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 6;32;
25; 19; 22; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;33;
26; 22; 15; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 9;31;
27; 15; 17; 7; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 5;32;
28; 17; 19; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;32;
29; 19; 21; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 7;33;
30; 21; 18; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 5;32;

