geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 47; 12; 0.2; 0.15; 12; 45; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4786;
2; 47; 39; 9; 0.2; 0.15; 9; 34; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4758;
3; 39; 31; 7; 0.2; 0.15; 7; 26; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4712;
4; 31; 27; 6; 0.2; 0.15; 6; 22; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4689;
5; 27; 21; 5; 0.2; 0.15; 5; 20; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4565;
6; 21; 16; 4; 0.2; 0.15; 4; 17; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4468;
7; 16; 19; 9; 0.6; 0.15; 4; 18; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4556;
8; 19; 22; 11; 0.6; 0.15; 5; 21; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4552;
9; 22; 17; 4; 0.2; 0.15; 4; 15; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4457;
10; 17; 23; 10; 0.6; 0.15; 5; 19; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4457;
11; 23; 19; 4; 0.2; 0.15; 4; 16; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4457;
12; 19; 21; 11; 0.6; 0.15; 5; 22; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4347;
13; 21; 17; 4; 0.2; 0.15; 4; 16; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4457;
14; 17; 20; 10; 0.6; 0.15; 5; 20; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4457;
15; 20; 25; 12; 0.2; 0.15; 6; 21; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4421;
16; 25; 22; 5; 0.2; 0.15; 5; 17; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4421;
17; 22; 14; 4; 0.2; 0.15; 3; 15; [1, 3, 12, 22, 33, 49, 55, 57, 70] - 3595; 4421;
