geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;60;41;12;0.2;0.15;10;41;[1, 3, 12, 13, 22, 25, 33, 47, 55, 58, 62, 70] - 3745;5023
2;41;28;8;0.2;0.15;7;28;[1, 3, 23, 33, 41, 45, 57, 70] - 3628;4899
3;28;18;5;0.2;0.15;4;19;[1, 3, 23, 33, 41, 45, 57, 70] - 3628;5553
4;18;16;10;0.6;0.15;4;16;[1, 3, 23, 33, 41, 45, 57, 70] - 3628;5587
5;16;14;9;0.6;0.15;3;14;[1, 3, 23, 33, 41, 45, 57, 70] - 3628;5587
6;14;12;8;0.6;0.15;3;13;[1, 2, 9, 21, 22, 23, 33, 34, 46, 49, 58, 62, 70] - 4171;5678
7;12;10;7;0.6;0.15;2;11;[1, 3, 13, 40, 41, 45, 57, 70] - 3805;5069
8;10;9;6;0.6;0.15;2;9;[1, 3, 9, 21, 23, 25, 33, 46, 47, 55, 57, 70] - 4244;4700
9;9;8;5;0.6;0.15;2;8;[1, 4, 10, 11, 21, 31, 40, 41, 45, 56, 63, 70] - 4006;5429
10;8;6;4;0.6;0.15;1;7;[1, 4, 10, 11, 21, 31, 40, 41, 45, 56, 63, 70] - 4006;4970

