geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media;
1; 60; 39; 6; 0.1; 2; 0; 1; 0; 0.03; 1; 1; 28;40;
2; 39; 19; 3; 0.1; 1; 0; 0; 0; 0.03; 1; 1; 24;36;
3; 19; 22; 9; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 6;36;
4; 22; 17; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 7;35;
5; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;35;
6; 18; 19; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 8;35;
7; 19; 22; 9; 0.5; 1; 0; 3; 0; 0.03; 0; 0; 6;35;
8; 22; 12; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 12;33;
9; 12; 13; 6; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 5;33;
10; 13; 13; 6; 0.5; 3; 0; 0; 0; 0.03; 0; 0; 6;33;
11; 13; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 4;33;
12; 15; 16; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 6;33;
13; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 0; 0; 7;33;
14; 17; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33;
15; 18; 20; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 7;33;
16; 20; 22; 10; 0.1; 5; 0; 0; 0; 0.03; 0; 0; 8;34;
17; 22; 12; 2; 0.1; 1; 0; 0; 0; 0.03; 0; 0; 12;31;
18; 12; 12; 6; 0.5; 2; 0; 1; 0; 0.03; 0; 0; 6;31;
19; 12; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 5;32;
20; 13; 15; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 4;32;

