geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 41; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 52;40
2; 41; 24; 4; 0.1; 0; 0; 2; 0; 0.03; 1; 1; 44;36
3; 24; 16; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 20;34
4; 16; 19; 8; 0.5; 4; 0; 0; 0; 0.03; 0; 0; 10;34
5; 19; 22; 9; 0.5; 3; 0; 1; 0; 0.03; 0; 0; 12;35
6; 22; 12; 2; 0.1; 0; 0; 1; 0; 0.03; 0; 0; 24;32
7; 12; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 10;32
8; 13; 13; 6; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 12;32
9; 13; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 0; 0; 8;33
10; 15; 15; 7; 0.5; 1; 0; 2; 0; 0.03; 0; 0; 14;33

