geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; mediana;
1; 60; 81; 12; 0.2; 0.15; 10; 1; [1, 2, 3, 23, 33, 49, 58, 62, 70] - 3590; 4942;
2; 81; 110; 16; 0.2; 0.15; 14; 1; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5108;
3; 110; 151; 22; 0.2; 0.15; 19; 0; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5074;
4; 151; 207; 30; 0.2; 0.15; 27; 1; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5056;
5; 207; 284; 41; 0.2; 0.15; 37; 1; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 5008;
6; 284; 385; 56; 0.2; 0.15; 51; 6; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4971;
7; 385; 524; 77; 0.2; 0.15; 69; 7; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4919;
8; 524; 717; 104; 0.2; 0.15; 94; 5; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4975;
9; 717; 980; 143; 0.2; 0.15; 129; 9; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4949;
10; 980; 1335; 196; 0.2; 0.15; 176; 17; [1, 3, 23, 33, 49, 58, 62, 70] - 3457; 4932;

