geracao; tamanhoAntesOP;tamanhoDepoisOP;quantidadeCruzados;taxaCruzamento;taxaMutacao;Nummutacao;NumElitismo;melhor;mediana
1;60;50;12;0.2;0.15;12;46;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4759
2;50;44;10;0.2;0.15;10;36;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4639
3;44;39;8;0.2;0.15;8;27;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4458
4;39;37;7;0.2;0.15;7;22;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4023
5;37;30;7;0.2;0.15;6;22;[1, 3, 9, 11, 21, 23, 33, 49, 58, 62, 70] - 3699;3711
6;30;21;6;0.2;0.15;5;22;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4299
7;21;14;4;0.2;0.15;3;14;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;4299
8;14;12;8;0.6;0.15;3;13;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
9;12;12;7;0.6;0.15;3;12;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
10;12;10;7;0.6;0.15;2;11;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
11;10;9;6;0.6;0.15;2;9;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
12;9;8;5;0.6;0.15;2;8;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
13;8;6;4;0.6;0.15;1;7;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
14;6;5;3;0.6;0.15;1;5;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
15;5;4;3;0.6;0.15;1;5;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
16;4;3;2;0.6;0.15;0;3;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
17;3;2;1;0.6;0.15;0;2;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699
18;2;1;1;0.6;0.15;0;2;[1, 3, 9, 13, 22, 23, 33, 49, 58, 62, 70] - 3699;3699

