geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo; media
1; 60; 67; 6; 0.1; 3; 0; 0; 0; 0.03; 1; 1; 0;53.0
2; 67; 75; 6; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;51.0
3; 75; 84; 7; 0.1; 3; 0; 0; 0; 0.03; 2; 2; 0;50.0
4; 84; 94; 8; 0.1; 4; 0; 0; 0; 0.03; 2; 2; 0;50.0
5; 94; 106; 9; 0.1; 3; 0; 1; 0; 0.03; 3; 3; 0;50.0
6; 106; 119; 10; 0.1; 4; 0; 1; 0; 0.03; 3; 3; 0;50.0
7; 119; 133; 11; 0.1; 2; 0; 3; 0; 0.03; 3; 3; 0;49.0
8; 133; 150; 13; 0.1; 5; 0; 1; 0; 0.03; 4; 4; 0;49.0
9; 150; 169; 15; 0.1; 7; 0; 0; 0; 0.03; 4; 4; 0;51.0
10; 169; 190; 16; 0.1; 8; 0; 0; 0; 0.03; 5; 5; 0;50.0

